time,x,y,yaw,vel_x,yaw_vel,evader_x,evader_y,evader_yaw
2.1457672119140625e-05,,,,,,,,
0.03211784362792969,0.013933713340787078,-2.1348192191068137e-05,-0.004592981555745641,,,2.00654611464277,0.9999968647755674,0.0046233638620004685
0.06654667854309082,0.013933718269812633,-2.1348835716883008e-05,-0.004592994171396044,,,2.0065461070764634,0.9999968650789203,0.004623361372190105
0.10009264945983887,0.0139337312939979,-2.1348985129691987e-05,-0.004593006577250895,,,2.006546117928815,0.9999968651254405,0.004623341936204848
0.13440608978271484,0.013933755179653357,-2.134906115929656e-05,-0.004593007523870509,,,2.006546144202446,0.9999968651550719,0.004623323356024917
0.16925907135009766,0.01393378096937622,-2.1349130246162534e-05,-0.004592994969802321,,,2.0065461687146056,0.9999968656694497,0.00462332367700839
0.20316815376281738,0.013933783863402568,-2.134999087060948e-05,-0.0045929768492815074,,,2.0065461809775416,0.9999968645679432,0.004623342126382752
0.23832345008850098,0.013933790850917664,-2.135010397089981e-05,-0.004592954921970961,,,2.0065461793744435,0.9999968642810704,0.004623374361832572
0.27227783203125,0.013933797824631087,-2.1350043877913683e-05,-0.004592940213284964,,,2.0065461859761924,0.9999968643743689,0.004623399247925048
0.30542731285095215,0.013933780015521051,-2.134983727223899e-05,-0.004592936542150192,,,2.0065461770147,0.9999968648184842,0.004623405356470539
0.33960628509521484,0.013933785928323377,-2.1349393768123602e-05,-0.004592939846927168,,,2.0065461641526112,0.9999968649304486,0.00462339704574331
0.3734736442565918,0.013933804675365254,-2.1349975649474464e-05,-0.004592959598417972,,,2.0065461606201667,0.9999968646051027,0.004623376561485743
0.4077022075653076,0.013933818435069023,-2.135040417490046e-05,-0.0045929750279009385,,,2.0065461735877954,0.9999968648422488,0.0046233600785402975
0.44283175468444824,0.013933840778278726,-2.135072100852604e-05,-0.00459297284756534,,,2.0065461995841716,0.9999968644561175,0.0046233584577094694
0.4765958786010742,0.013933837764295968,-2.135005218309377e-05,-0.004592947723793907,,,2.0065462205387745,0.9999968641777703,0.004623373170905923
0.5116009712219238,0.013933837898409115,-2.1352752517271324e-05,-0.004592912913143504,,,2.0065462499980318,0.9999968641260457,0.004623391768448557
0.5451791286468506,0.013933840422975267,-2.1350278815213027e-05,-0.004592895402421998,,,2.006546254222826,0.9999968647004391,0.00462340833095631
0.5783727169036865,0.01393383438996884,-2.135046370858239e-05,-0.00459290899306666,,,2.006546261025047,0.9999968624890869,0.004623421195192064
0.6125423908233643,0.013933837232809427,-2.135061029842032e-05,-0.00459293340345858,,,2.0065462660179323,0.9999968629126775,0.004623427885525598
0.6465668678283691,0.013933856727352055,-2.1350529761490874e-05,-0.004592947610899971,,,2.006546246531696,0.9999968632917192,0.004623430831560847
0.6814959049224854,0.013933889455152292,-2.1351382833642225e-05,-0.004592942608336035,,,2.006546245651087,0.9999968635695768,0.004623434380162128
0.7149126529693604,0.013933898733357025,-2.1351067931626462e-05,-0.004592922948064363,,,2.0065462486930525,0.9999968641426931,0.004623427270579183
0.74991774559021,0.013933909779364153,-2.1351899120962128e-05,-0.004592900890603004,,,2.0065462659321978,0.9999968641397793,0.004623411017923365
0.7841696739196777,0.013933924828431248,-2.135202183391595e-05,-0.004592881238836603,,,2.0065462940581544,0.9999968639736593,0.004623403515018432
0.8176934719085693,0.013933914340591715,-2.1351150635439353e-05,-0.00459287226020116,,,2.006546311334811,0.9999968638729174,0.004623411582163489
0.8528919219970703,0.013933907742497639,-2.135432895665052e-05,-0.004592871524329395,,,2.0065463339172576,0.9999968635475583,0.004623433200474977
0.8868434429168701,0.013933902482229357,-2.1351290107954013e-05,-0.004592876747615459,,,2.0065463305613265,0.9999968642697175,0.0046234598198416355
0.9212181568145752,0.013933903147167397,-2.1351864386963644e-05,-0.004592887482179731,,,2.0065463305035967,0.9999968615359881,0.004623476837924647
0.956153392791748,0.013933913210607348,-2.135179251331937e-05,-0.004592897766542092,,,2.006546327975309,0.9999968620895469,0.004623479627796897
0.9890077114105225,0.013933937002535495,-2.1351962070431444e-05,-0.004592898407030026,,,2.0065463073919663,0.999996862677653,0.0046234750700650225
1.0235371589660645,0.01393397224886939,-2.1352438689609427e-05,-0.004592886924131306,,,2.006546311297901,0.9999968637460702,0.004623462644989495
1.057187795639038,0.013933982602984491,-2.1352829988301068e-05,-0.004592872940682303,,,2.0065463305949507,0.9999968639055075,0.0046234444083132304
1.0910134315490723,0.013934001288677103,-2.135409110474807e-05,-0.004592855563250025,,,2.0065463631447145,0.9999968632960826,0.00462343873554775
1.1249663829803467,0.013934003602821295,-2.1353368651102118e-05,-0.004592840359050302,,,2.006546372145776,0.9999968637103762,0.004623450697653913
1.1593284606933594,0.013933993706756981,-2.1353435487906902e-05,-0.004592832094323394,,,2.0065463829785335,0.9999968629623807,0.004623472947737197
1.1937525272369385,0.013933992138758603,-2.135330489510668e-05,-0.004592829430917903,,,2.0065463978199376,0.9999968629326368,0.004623498806217817
1.2283380031585693,0.013933975295010378,-2.1352778083101125e-05,-0.004592827740680708,,,2.0065463870548017,0.999996863717954,0.004623513772548583
1.2630443572998047,0.013933968590576766,-2.1352997279202143e-05,-0.004592835347922954,,,2.0065463801833365,0.9999968604699041,0.004623515640924825
1.296184778213501,0.013933972579717338,-2.1352802284564102e-05,-0.004592845493670649,,,2.0065463747199734,0.9999968634436766,0.004623506802984986
1.3309221267700195,0.013933991927221502,-2.135296961333515e-05,-0.004592853100807431,,,2.006546369260349,0.9999968630563069,0.004623492359995015
1.3644802570343018,0.01393402549784699,-2.1353034144651255e-05,-0.004592849696549537,,,2.0065463804383397,0.9999968630937067,0.0046234811040570135
1.3982689380645752,0.013934047806388239,-2.13529347514196e-05,-0.004592835862782007,,,2.006546406829564,0.9999968631382393,0.004623481083230069
1.433119535446167,0.01393407672440748,-2.135468867865269e-05,-0.004592822235245676,,,2.0065464476221933,0.9999968630404716,0.004623493214512568
1.4676132202148438,0.013934079562891262,-2.135444473000287e-05,-0.004592806469524925,,,2.0065464637462966,0.9999968630840597,0.004623509127160266
1.50178861618042,0.013934082957234474,-2.135455470236718e-05,-0.0045927939164878105,,,2.0065464883808057,0.9999968626784967,0.00462352093231593
1.5357649326324463,0.01393409100832142,-2.1354611627719604e-05,-0.004592787206674654,,,2.0065464984435235,0.9999968630546303,0.004623531514712346
1.5697224140167236,0.013934073470756233,-2.1353613375436004e-05,-0.004592784384816457,,,2.0065465017363993,0.9999968627152853,0.004623531794493447
1.6037814617156982,0.013934070004347357,-2.1353965991256255e-05,-0.00459278228173982,,,2.0065465070762007,0.9999968614535121,0.004623529052977359
1.6379437446594238,0.013934060537231806,-2.135409225582024e-05,-0.0045927897362788486,,,2.0065464862978355,0.999996861830174,0.004623540719537955
1.6723735332489014,0.013934072467336587,-2.1354157168962272e-05,-0.004592801230085162,,,2.0065464706033307,0.9999968620105448,0.004623560253127965
1.707559585571289,0.013934098717358808,-2.135419404918172e-05,-0.004592807244514934,,,2.0065464575429357,0.9999968625713708,0.0046235744320389785
1.740983486175537,0.013934125994074786,-2.1355087356324497e-05,-0.004592800554813642,,,2.006546461740859,0.9999968628296657,0.004623561630422745
1.7750928401947021,0.013934149081678799,-2.1355074327484696e-05,-0.004592786717353636,,,2.0065464791599736,0.9999968623947093,0.004623533910947721
1.809753179550171,0.013934152843219076,-2.1355642532689785e-05,-0.004592767909973282,,,2.0065465044185475,0.9999968624157755,0.004623519020061829
1.843149185180664,0.013934164743491158,-2.135704424830845e-05,-0.004592749442080495,,,2.0065465310466144,0.999996862231032,0.004623529240139603
1.8768646717071533,0.01393415993013552,-2.1356100431859034e-05,-0.004592739071898089,,,2.006546563538245,0.9999968623130424,0.0046235538077315005
1.9111502170562744,0.013934143003905384,-2.135603411730309e-05,-0.004592736640653452,,,2.0065465808329,0.9999968626030722,0.0046235780027124975
1.946533203125,0.013934143819858106,-2.1355713204598483e-05,-0.00459273656575183,,,2.0065465861360456,0.9999968614229204,0.004623593389669201
1.9797887802124023,0.01393412512173342,-2.1355465070624733e-05,-0.0045927445427487645,,,2.0065465983599413,0.9999968607255956,0.00462359727925742
2.014101266860962,0.013934124130915757,-2.135523005830617e-05,-0.004592753776296343,,,2.0065465884299076,0.9999968614114539,0.004623595513611956
2.048731565475464,0.013934144304838272,-2.1355998989505283e-05,-0.004592759472619175,,,2.0065465730540213,0.9999968614617151,0.004623596888058903
2.08343243598938,0.013934159287210889,-2.135564111780673e-05,-0.004592751516474954,,,2.006546570688109,0.9999968619527214,0.004623604979281461
2.117093563079834,0.013934196417345328,-2.135585654352375e-05,-0.004592739974592062,,,2.0065465519563825,0.9999968614754889,0.004623605033703193
2.1514804363250732,0.013934228038191176,-2.135550471881967e-05,-0.004592731200074614,,,2.0065465543940113,0.9999968620411267,0.004623597263267795
2.185070753097534,0.013934255341508571,-2.135680783163219e-05,-0.004592728660168368,,,2.006546572341932,0.9999968620808091,0.0046235850835321165
2.21901535987854,0.013934261793291965,-2.1357047315157613e-05,-0.004592721593593535,,,2.00654660409192,0.9999968620336185,0.004623581909692158
2.252805471420288,0.013934280722500463,-2.135716200759137e-05,-0.004592714129833954,,,2.0065466226156237,0.9999968623929508,0.004623592571519905
