time,x,y,yaw,vel_x,yaw_vel,evader_x,evader_y,evader_yaw
2.193450927734375e-05,,,,,,,,
0.028715133666992188,0.00012766607691419308,-5.296925295147656e-06,4.0220953084136316e-05,,,,,
0.06276917457580566,0.0001276593583520705,-5.296883731630304e-06,4.0231875361404335e-05,,,,,
0.09699487686157227,0.00012766899145840737,-5.295887868769327e-06,4.0214215208828383e-05,,,,,
0.1314067840576172,0.00012769396686562376,-5.295900056375412e-06,4.018527565697105e-05,,,,,
0.16573739051818848,0.00012770988505005703,-5.295406648472634e-06,4.0173457979960524e-05,,,,,
0.20005536079406738,0.00012772923582277562,-5.297283641758127e-06,4.0187058503101594e-05,,,,,
0.23340940475463867,0.00012772208971541365,-5.297064187390757e-06,4.022479460228851e-05,,,,,
0.26760077476501465,0.00012771994176149346,-5.297003177260466e-06,4.0258942806933435e-05,,,,,
0.3016810417175293,0.00012771746858969622,-5.296540117169029e-06,4.0270028854172204e-05,,,,,
0.33582377433776855,0.00012771394393913882,-5.296860149942333e-06,4.024864010037063e-05,,,,,
0.369948148727417,0.00012772206832202017,-5.296552812243864e-06,4.0217152609906135e-05,,,,,
0.40384626388549805,0.00012774584633662076,-5.296629659067278e-06,4.0199888429029006e-05,,,,,
0.4384801387786865,0.00012778138888641134,-5.297284531370538e-06,4.021061539300363e-05,,,,,
0.4724705219268799,0.0001277902151168409,-5.296718556267298e-06,4.023661775155834e-05,,,,,
0.5068159103393555,0.0001278015128210428,-5.298649801140005e-06,4.026629883979609e-05,,,,,
0.5406808853149414,0.00012781140110269557,-5.298366364082536e-06,4.028519160638857e-05,,,,,
0.5748326778411865,0.00012779678940227205,-5.297991355363871e-06,4.0287533707428243e-05,,,,,
0.6090822219848633,0.00012780072971981064,-5.2977391190936465e-06,4.0281346122591217e-05,,,,,
0.643362283706665,0.00012778676933914514,-5.297875523291046e-06,4.026845697740732e-05,,,,,
0.6772127151489258,0.00012779660850897051,-5.297013893710897e-06,4.0258221430384506e-05,,,,,
0.7109677791595459,0.00012782006257042785,-5.297510635540563e-06,4.025450629860331e-05,,,,,
0.7454886436462402,0.00012783850756392613,-5.297889293425628e-06,4.026207663657889e-05,,,,,
0.779564380645752,0.00012786545511953622,-5.298071975514145e-06,4.027502060706607e-05,,,,,
0.8133354187011719,0.0001278671520122649,-5.297492463440997e-06,4.029204618386697e-05,,,,,
0.8472692966461182,0.00012787163096115715,-5.2998975652496115e-06,4.030989237258123e-05,,,,,
0.881706953048706,0.00012787404168666314,-5.299427982312612e-06,4.032105604240723e-05,,,,,
0.9153251647949219,0.00012785837076246298,-5.298863619082286e-06,4.0324529790137964e-05,,,,,
0.9501433372497559,0.00012785509741484652,-5.299516457906166e-06,4.03158252673029e-05,,,,,
0.9838049411773682,0.00012785513803655648,-5.298063903253141e-06,4.030214533562721e-05,,,,,
1.0183675289154053,0.00012786992593752657,-5.2981352058917375e-06,4.0290659508780604e-05,,,,,
1.0525248050689697,0.00012790003689673265,-5.29821991809442e-06,4.029245199811761e-05,,,,,
